Student_ID,Name,Gender,Age,State,City,Marital_Status,Study_Hours,Marks,Attendance_Percentage,Sleep_Hours,Extra_Classes,Sports_Participation
19100,Vardaniya Bhargava,Female,20,Jharkhand,Aizawl,Single,5.07,25.69,86.06,4.2,No,No
19101,Samarth Singhal,Female,17,Arunachal Pradesh,Adoni,Single,5.6,33.64,88.71,8.7,No,No
19102,Eshani Bera,Male,19,Goa,Sambalpur,Single,8.66,42.72,86.96,4.3,Yes,No
19103,Aayush Borah,Male,24,Meghalaya,Hosur,Single,13.67,75.96,70.2,6.0,No,Yes
19104,Anya Kapoor,Female,21,Chhattisgarh,Tirunelveli,Single,12.73,70.32,99.54,8.5,Yes,Yes
19105,Hridaan Chaudry,Female,18,Telangana,Sambhal,Single,4.25,20.34,67.0,8.7,No,Yes
19106,Taran Varty,Other,24,Haryana,Bulandshahr,Single,8.27,39.51,62.26,6.3,No,No
19107,Shamik Grewal,Female,18,Assam,Visakhapatnam,Single,10.23,49.4,99.83,6.4,No,Yes
19108,Divij Soman,Male,18,Goa,Raipur,Single,14.83,74.82,98.86,7.2,No,No
19109,Hrishita Shenoy,Female,20,Andhra Pradesh,Agartala,Single,1.44,1.33,79.59,6.0,Yes,Yes
19110,Kartik Kohli,Female,21,Goa,North Dumdum,Single,7.49,30.66,60.45,5.6,Yes,Yes
19111,Hansh Gade,Female,20,Telangana,Bilaspur,Single,14.83,62.79,61.92,7.7,No,Yes
19112,Riaan Behl,Female,17,Assam,Saharanpur,Single,14.68,73.29,76.04,7.0,Yes,Yes
19113,Raunak Samra,Female,19,Himachal Pradesh,Danapur,Single,5.63,38.34,88.81,6.4,No,No
19114,Mamooty Rajan,Female,19,Uttarakhand,Cuttack,Single,1.0,0.0,53.87,4.5,No,No
19115,Kanav Barad,Male,23,Telangana,Bidar,Single,9.21,45.13,84.38,4.3,No,Yes
19116,Nitara Shroff,Female,18,Meghalaya,Ahmednagar,Single,13.14,64.63,55.16,6.6,No,Yes
19117,Yakshit Mani,Male,23,Andhra Pradesh,Kulti,Single,5.54,26.94,92.21,7.1,No,No
19118,Tara Sathe,Male,18,Odisha,Parbhani,Single,14.08,76.68,76.61,7.3,No,No
19119,Kiaan Krishnamurthy,Male,17,West Bengal,Rajkot,Single,5.66,23.86,99.48,8.5,No,Yes
19120,Gatik Jani,Male,24,Tripura,Tadepalligudem,Single,9.54,37.97,87.65,8.1,Yes,Yes
19121,Ira Dara,Female,20,Sikkim,Shahjahanpur,Single,11.11,52.88,74.86,4.7,No,No
19122,Gatik Rajagopal,Female,22,Himachal Pradesh,Pune,Single,5.84,25.86,57.06,8.0,Yes,Yes
19123,Anvi Gandhi,Male,22,Jharkhand,Shivpuri,Single,5.93,18.5,77.12,7.4,No,Yes
19124,Alisha Tank,Female,22,West Bengal,Srikakulam,Single,7.58,39.13,55.72,8.1,No,Yes
19125,Samaira Randhawa,Male,21,Jharkhand,Junagadh,Single,12.69,57.52,95.26,8.2,No,No
19126,Anay Arora,Male,17,Telangana,Madanapalle,Single,2.41,11.63,61.5,5.7,No,No
19127,Indrajit Dave,Female,19,Telangana,Jamshedpur,Single,9.84,47.39,93.27,5.3,Yes,Yes
19128,Miraan Zacharia,Female,19,Rajasthan,Vasai-Virar,Single,10.48,47.03,65.2,6.8,No,No
19129,Rhea Joshi,Male,20,Mizoram,Sri Ganganagar,Single,8.81,48.5,61.09,5.5,No,Yes
19130,Hansh Rana,Female,23,Mizoram,Noida,Single,14.1,69.09,65.21,5.7,No,Yes
19131,Aaina Seshadri,Male,17,Punjab,Surendranagar Dudhrej,Single,9.43,47.42,85.38,4.3,Yes,No
19132,Ivan Sinha,Other,21,Jharkhand,Asansol,Single,9.88,52.33,76.26,9.0,No,No
19133,Hansh Anne,Male,17,Sikkim,Saharsa,Single,9.4,48.44,55.37,5.5,No,No
19134,Lagan Kalita,Male,17,Arunachal Pradesh,Dewas,Single,11.11,56.28,56.85,7.9,No,No
19135,Jayesh Gandhi,Female,20,Arunachal Pradesh,Varanasi,Single,2.9,10.38,68.93,9.0,Yes,No
19136,Riya Vaidya,Female,24,Himachal Pradesh,Solapur,Single,13.52,62.04,66.93,8.8,No,Yes
19137,Eshani Thaman,Male,21,Tamil Nadu,Sri Ganganagar,Single,1.59,8.74,92.59,7.2,No,No
19138,Vardaniya Khanna,Female,22,Kerala,Rajkot,Married,9.97,45.04,78.61,6.7,No,Yes
19139,Nirvaan Baral,Male,19,Telangana,Kalyan-Dombivli,Single,9.62,52.07,59.34,5.5,No,No
19140,Baiju Bahl,Female,24,Karnataka,Jammu,Single,3.91,18.9,51.42,8.3,Yes,Yes
19141,Jivika Deshmukh,Male,18,Andhra Pradesh,Muzaffarnagar,Single,1.57,11.09,55.12,5.7,No,Yes
19142,Himmat Sastry,Female,23,Sikkim,Anand,Single,2.94,9.77,85.02,4.5,No,No
19143,Pari Bhalla,Female,22,Gujarat,Berhampore,Single,4.8,18.29,92.35,5.5,No,No
19144,Madhup Ghosh,Male,21,Madhya Pradesh,Buxar,Single,13.35,75.14,89.13,5.6,No,No
19145,Farhan Gill,Other,19,Uttarakhand,Sultan Pur Majra,Single,12.98,64.15,89.49,7.6,No,Yes
19146,Himmat Grover,Other,22,Maharashtra,Ozhukarai,Single,1.89,14.02,63.05,4.8,No,Yes
19147,Shray Shan,Female,24,Rajasthan,Chennai,Single,5.05,18.19,99.45,5.6,No,No
19148,Anaya Tak,Male,24,Andhra Pradesh,Hajipur,Single,13.45,65.83,54.32,4.4,Yes,No
19149,Mahika Sankaran,Female,20,Tripura,Anantapur,Single,4.31,28.06,91.05,8.2,Yes,No
19150,Divit Gala,Female,23,Nagaland,Saharanpur,Single,14.94,66.88,54.84,7.6,Yes,No
19151,Kaira Chada,Female,21,Punjab,Malda,Single,4.6,34.38,63.38,6.2,No,Yes
19152,Rohan Walla,Female,21,Goa,Morena,Single,11.35,57.76,74.77,6.2,No,No
19153,Akarsh Bhardwaj,Male,19,Uttarakhand,Navi Mumbai,Single,6.84,30.11,52.67,4.8,Yes,Yes
19154,Kaira Mander,Female,19,Nagaland,Gangtok,Single,2.91,16.31,69.71,5.9,Yes,Yes
19155,Arhaan Din,Female,17,Uttarakhand,Akola,Single,4.57,28.4,67.51,8.5,Yes,No
19156,Tara Kalla,Male,24,West Bengal,Cuttack,Single,10.45,48.12,82.36,4.7,No,Yes
19157,Ahana  Reddy,Female,17,Meghalaya,Ranchi,Single,5.72,25.19,85.9,7.8,Yes,No
19158,Pihu Sethi,Female,21,Tamil Nadu,Hindupur,Single,9.46,48.55,54.52,4.2,Yes,No
19159,Romil Sani,Female,18,Meghalaya,Siliguri,Single,3.88,21.72,51.9,5.6,Yes,Yes
19160,Shaan Buch,Male,20,Telangana,Motihari,Single,7.28,35.41,88.79,8.2,No,No
19161,Ehsaan Shukla,Female,19,Assam,Kharagpur,Single,8.17,42.86,76.4,6.2,Yes,No
19162,Lagan Bansal,Male,17,Goa,Chennai,Single,6.78,38.17,76.73,7.5,No,No
19163,Akarsh Halder,Female,20,Tripura,Bilaspur,Single,3.77,19.72,99.04,4.5,No,No
19164,Ehsaan Barman,Female,23,Jharkhand,Berhampur,Single,7.46,33.84,71.89,7.4,No,Yes
19165,Mannat Sekhon,Female,22,Arunachal Pradesh,Jammu,Single,10.7,53.4,59.81,8.1,No,Yes
19166,Inaaya  Tiwari,Male,22,Madhya Pradesh,Kochi,Single,14.51,81.33,84.03,8.0,No,Yes
19167,Tiya Bedi,Female,24,Maharashtra,Giridih,Single,12.05,61.92,90.78,6.2,No,Yes
19168,Elakshi Sekhon,Other,21,Telangana,Fatehpur,Single,3.26,22.5,75.12,8.5,No,Yes
19169,Anay Sem,Male,19,Goa,Khammam,Single,4.82,21.53,84.59,6.9,No,No
19170,Jiya Kalla,Female,24,Tripura,Ambala,Single,2.1,11.81,75.7,8.1,No,Yes
19171,Seher Trivedi,Female,22,Arunachal Pradesh,Gandhidham,Single,2.9,18.47,70.37,5.1,No,Yes
19172,Miraya Char,Female,23,Kerala,Uluberia,Single,4.51,30.04,51.71,5.1,No,No
19173,Amira Sane,Male,19,Odisha,Nellore,Single,3.79,25.09,58.69,7.8,No,Yes
19174,Indrans Bajaj,Male,17,Karnataka,Raichur,Single,3.99,14.35,73.99,7.2,No,Yes
19175,Vritika Gour,Female,22,Chhattisgarh,Loni,Married,4.23,26.91,69.83,7.4,No,No
19176,Nakul Kumar,Male,18,Arunachal Pradesh,Malegaon,Single,5.21,34.48,92.14,5.2,Yes,No
19177,Rati Bajaj,Male,22,Odisha,Raurkela Industrial Township,Single,2.76,10.93,55.42,6.0,Yes,Yes
19178,Mohanlal Ahuja,Female,19,Rajasthan,Mira-Bhayandar,Single,4.89,19.98,52.51,5.3,No,No
19179,Tejas Chana,Male,18,Odisha,Silchar,Single,10.64,53.08,54.36,4.3,No,No
19180,Eva De,Female,20,Sikkim,Kirari Suleman Nagar,Single,4.31,22.45,83.9,5.0,No,Yes
19181,Vedika Tripathi,Female,22,Punjab,Mathura,Single,3.41,15.3,79.72,9.0,No,Yes
19182,Nishith Samra,Female,19,West Bengal,Adoni,Single,1.95,3.82,81.61,5.2,Yes,No
19183,Inaaya  Subramanian,Female,22,Madhya Pradesh,Jehanabad,Single,8.0,47.36,57.85,4.8,No,No
19184,Kavya Vala,Male,22,Manipur,New Delhi,Single,12.79,59.65,75.82,7.5,No,Yes
19185,Aarna Bose,Male,19,Himachal Pradesh,Jaunpur,Single,1.83,6.62,88.38,7.0,Yes,Yes
19186,Nehmat Bakshi,Female,18,Uttarakhand,Katni,Single,8.59,43.5,84.19,7.7,No,Yes
19187,Madhup Ghosh,Male,17,Madhya Pradesh,Bokaro,Single,10.11,43.19,71.93,7.3,Yes,No
19188,Lakshit Ahuja,Other,23,Uttarakhand,Gandhinagar,Single,9.29,38.71,55.18,5.1,Yes,No
19189,Veer Mannan,Female,22,West Bengal,Mangalore,Married,13.29,64.29,93.53,6.5,No,Yes
19190,Purab Devi,Male,21,Manipur,Bardhaman,Single,13.13,69.78,76.31,4.9,Yes,Yes
19191,Saanvi Ramanathan,Female,20,Meghalaya,Morbi,Single,1.8,9.94,94.48,5.3,No,Yes
19192,Vihaan Sawhney,Male,19,Sikkim,Kottayam,Single,6.05,19.95,71.94,8.9,No,Yes
19193,Charvi Barad,Male,22,Telangana,Bhopal,Single,10.39,58.9,61.85,7.6,Yes,No
19194,Zain Ratta,Female,23,Uttarakhand,Dehradun,Single,14.33,75.64,65.37,7.9,No,No
19195,Riaan Chhabra,Female,17,Haryana,Muzaffarnagar,Single,12.27,62.31,70.91,4.2,Yes,Yes
19196,Advika Ray,Female,19,West Bengal,Bilaspur,Single,3.47,18.17,80.71,5.9,No,Yes
19197,Rania Kapur,Male,24,Telangana,Anantapuram,Single,4.91,27.92,88.45,6.8,No,Yes
19198,Lagan Doctor,Male,22,Tripura,Kakinada,Single,11.69,70.08,62.13,4.7,No,Yes
19199,Alisha Gandhi,Male,20,Arunachal Pradesh,Khammam,Single,7.6,42.4,59.39,8.2,Yes,No
19200,Sahil Manda,Male,21,Sikkim,Bokaro,Single,8.66,44.78,60.13,4.7,Yes,No
19201,Oorja Raja,Male,19,Assam,Sonipat,Single,9.53,41.51,96.72,7.2,Yes,No
19202,Bhavin Chatterjee,Female,22,Rajasthan,Howrah,Single,2.45,13.07,58.2,6.8,No,No
19203,Madhup Krishna,Female,18,Karnataka,Ghaziabad,Single,12.98,68.77,67.29,8.2,Yes,No
19204,Lagan Bassi,Male,17,Haryana,Bhusawal,Single,13.08,64.82,74.29,5.6,No,Yes
19205,Kiara Kala,Male,21,Odisha,Ambala,Single,7.56,35.19,77.81,5.4,No,No
19206,Rasha Divan,Female,19,Maharashtra,Vellore,Single,9.78,51.67,92.9,8.2,Yes,No
19207,Jayant Bala,Female,22,Sikkim,Silchar,Single,10.24,46.26,55.64,5.1,No,No
19208,Adira Devi,Female,21,Madhya Pradesh,Siwan,Single,3.66,22.64,55.4,7.7,No,No
19209,Seher Saxena,Male,18,Uttarakhand,Bulandshahr,Single,2.58,10.72,65.82,5.0,No,No
19210,Kashvi Kibe,Male,19,Goa,Surat,Single,1.29,0.0,70.66,8.4,No,Yes
19211,Veer Raman,Female,24,Mizoram,Mysore,Single,13.78,66.63,68.69,8.2,Yes,No
19212,Khushi Kunda,Female,21,Madhya Pradesh,Tinsukia,Single,5.84,28.91,69.6,7.9,No,Yes
19213,Azad Ahuja,Female,19,Sikkim,Ballia,Single,2.2,13.76,92.57,6.5,No,No
19214,Hansh Ray,Female,24,Himachal Pradesh,Kolkata,Single,7.52,39.79,91.83,4.2,Yes,No
19215,Adira Bala,Male,19,Karnataka,Latur,Single,2.06,3.85,90.28,4.7,No,Yes
19216,Baiju Sahni,Male,21,Haryana,Raipur,Single,2.19,11.56,87.76,6.3,No,Yes
19217,Advika Maharaj,Female,19,Uttarakhand,Panchkula,Single,7.84,36.53,52.02,4.2,No,Yes
19218,Ivan Sarraf,Male,18,West Bengal,Maheshtala,Single,8.12,38.8,57.47,4.3,No,No
19219,Anaya Sura,Female,21,Bihar,Kurnool,Single,9.12,40.61,86.61,4.6,No,No
19220,Sahil Srivastava,Male,22,Telangana,Bangalore,Single,10.19,50.7,79.74,5.3,Yes,Yes
19221,Darshit Basu,Male,23,Madhya Pradesh,Jhansi,Single,10.36,67.46,83.7,7.7,Yes,No
19222,Hansh Khosla,Male,21,Punjab,Kanpur,Single,7.06,44.58,85.85,4.2,No,Yes
19223,Ahana  Gera,Male,18,Punjab,Gangtok,Single,10.01,45.06,95.57,8.9,Yes,No
19224,Anay Agate,Male,18,Karnataka,Aurangabad,Single,5.27,26.68,81.76,5.4,Yes,No
19225,Rati Sha,Female,18,Uttar Pradesh,Proddatur,Single,7.18,34.33,63.78,5.6,Yes,Yes
19226,Taran Doshi,Female,24,Rajasthan,Tiruvottiyur,Single,6.51,33.26,54.15,5.2,No,No
19227,Hrishita Sehgal,Male,22,Maharashtra,Kakinada,Single,5.61,32.63,71.6,7.0,Yes,Yes
19228,Jayant Sibal,Male,22,Karnataka,Shimoga,Single,4.34,21.05,85.49,4.1,Yes,Yes
19229,Ira Kohli,Other,23,Rajasthan,Faridabad,Single,2.1,6.94,64.1,4.5,No,Yes
19230,Divyansh Guha,Male,23,Gujarat,Siwan,Single,8.08,46.18,56.0,4.5,No,No
19231,Alia Garde,Male,19,Himachal Pradesh,Hospet,Single,8.52,36.43,99.94,7.3,Yes,Yes
19232,Samaira Raj,Male,19,Maharashtra,Mumbai,Single,5.71,29.5,70.94,5.6,No,Yes
19233,Myra Kurian,Female,20,Haryana,Tenali,Single,14.66,65.87,60.82,6.2,Yes,No
19234,Kartik Seth,Male,23,Assam,Hospet,Single,8.8,38.87,58.23,8.7,No,Yes
19235,Vihaan Wali,Female,23,Odisha,Bhubaneswar,Single,13.45,70.97,93.14,5.0,Yes,Yes
19236,Dhanush Bath,Male,19,Maharashtra,Saharsa,Single,8.98,41.5,90.98,4.4,Yes,No
19237,Ritvik Suresh,Male,18,Assam,Sirsa,Single,3.66,8.92,80.67,6.2,No,No
19238,Adira Chaudhary,Male,20,Karnataka,Amaravati,Single,14.64,69.59,77.36,4.8,No,No
19239,Ahana  Hora,Female,23,Andhra Pradesh,Dindigul,Single,13.39,62.8,97.57,4.7,No,Yes
19240,Sumer Shroff,Female,18,Gujarat,Davanagere,Single,7.6,31.69,61.41,6.1,No,No
19241,Mishti Ram,Male,17,Uttar Pradesh,Pune,Single,4.4,24.75,70.77,7.3,Yes,No
19242,Anya Dhingra,Male,24,Gujarat,Rohtak,Single,4.12,12.87,51.23,5.2,No,Yes
19243,Baiju Kara,Female,23,Manipur,Kakinada,Single,12.28,58.46,70.93,8.4,Yes,Yes
19244,Prisha Varma,Female,22,Jharkhand,Maheshtala,Single,1.97,10.52,69.21,5.8,No,No
19245,Vihaan Dixit,Male,21,Jharkhand,Jalgaon,Single,9.93,47.94,97.47,8.7,Yes,Yes
19246,Myra Badal,Female,17,Kerala,Burhanpur,Single,9.96,47.78,67.91,6.5,No,No
19247,Divit Sengupta,Male,22,Haryana,Bahraich,Single,3.55,14.14,91.74,7.6,No,Yes
19248,Misha Bera,Male,22,Andhra Pradesh,Chandrapur,Single,10.87,48.26,88.33,8.2,No,Yes
19249,Vidur Varghese,Male,24,Jharkhand,Serampore,Married,10.88,51.22,57.36,6.6,No,No
19250,Hridaan Loke,Female,18,Mizoram,Khandwa,Single,5.9,32.79,98.14,8.3,Yes,No
19251,Ayesha Dar,Male,19,Gujarat,Guwahati,Single,7.77,36.68,81.55,5.9,Yes,No
19252,Drishya Roy,Female,21,Gujarat,Bharatpur,Single,12.66,64.13,79.83,5.8,No,No
19253,Oorja Borde,Female,19,Karnataka,Ramagundam,Single,8.32,47.19,50.59,8.0,No,Yes
19254,Yuvraj  Cheema,Female,19,Meghalaya,Bangalore,Single,9.65,51.25,84.96,5.2,No,Yes
19255,Dhanush Sankar,Male,23,Uttar Pradesh,Rajkot,Single,6.78,27.52,52.78,7.6,Yes,No
19256,Nirvi Ghosh,Male,21,Madhya Pradesh,Tezpur,Single,3.09,17.69,59.27,4.4,Yes,No
19257,Nitara Sem,Other,21,Karnataka,Indore,Single,14.97,80.09,54.93,7.2,No,No
19258,Rati Dani,Female,17,Andhra Pradesh,Dewas,Single,8.44,39.29,68.91,8.7,No,Yes
19259,Ivana Tak,Female,18,Manipur,Deoghar,Single,5.71,20.62,89.79,6.3,No,Yes
19260,Priyansh Sachar,Male,19,Sikkim,Bidar,Single,10.99,52.75,85.37,6.1,No,No
19261,Urvi Wagle,Male,24,Karnataka,Fatehpur,Single,9.69,49.39,55.33,6.7,Yes,Yes
19262,Divit Buch,Female,18,Tripura,Morbi,Married,4.26,24.26,89.92,7.6,Yes,No
19263,Stuvan Cherian,Male,18,Manipur,Bongaigaon,Single,13.28,63.8,73.04,5.8,No,Yes
19264,Bhamini Savant,Female,24,Chhattisgarh,Barasat,Single,1.99,0.0,51.63,4.0,No,Yes
19265,Shamik Cheema,Male,23,Assam,Pimpri-Chinchwad,Single,9.48,41.02,61.19,6.5,No,Yes
19266,Tiya Sachar,Male,20,Chhattisgarh,Akola,Single,7.69,40.25,89.26,6.1,No,Yes
19267,Stuvan Gandhi,Male,17,Kerala,Siliguri,Single,5.45,37.2,86.66,6.7,No,Yes
19268,Taran Sankaran,Male,19,Sikkim,Hubli–Dharwad,Single,12.57,62.74,59.42,7.6,No,Yes
19269,Shamik Virk,Male,22,Maharashtra,Giridih,Single,10.19,57.51,51.9,5.4,No,No
19270,Umang Sundaram,Female,21,Arunachal Pradesh,Buxar,Single,11.63,52.87,64.76,6.5,No,Yes
19271,Kartik Kothari,Male,21,Maharashtra,Jammu,Single,6.81,30.81,89.75,5.3,No,Yes
19272,Jayan Date,Male,18,Haryana,Hapur,Single,14.19,59.25,96.92,6.3,No,Yes
19273,Abram Biswas,Female,24,Chhattisgarh,Howrah,Single,5.83,31.0,78.64,5.7,No,Yes
19274,Inaaya  Venkataraman,Male,17,Tripura,Ichalkaranji,Single,8.43,37.68,54.56,5.8,Yes,Yes
19275,Priyansh Ram,Male,17,Madhya Pradesh,Hapur,Single,14.07,73.35,75.1,6.9,Yes,Yes
19276,Chirag Ratti,Female,19,Chhattisgarh,Chennai,Single,2.16,8.29,99.94,7.4,No,No
19277,Fateh Bose,Female,19,Rajasthan,Kurnool,Single,2.52,22.71,96.93,4.1,No,No
19278,Ishita Randhawa,Male,18,Uttar Pradesh,Karimnagar,Married,14.92,83.57,99.66,8.4,Yes,No
19279,Reyansh Mallick,Male,18,Kerala,Tadepalligudem,Single,14.6,61.48,84.97,5.8,Yes,No
19280,Charvi Sule,Female,18,Chhattisgarh,Sultan Pur Majra,Single,11.8,61.96,71.3,7.2,Yes,Yes
19281,Elakshi Varghese,Male,20,Odisha,Farrukhabad,Single,7.78,35.18,94.66,4.6,Yes,No
19282,Ranbir Srivastava,Female,17,Manipur,South Dumdum,Single,8.08,43.63,94.76,6.9,No,Yes
19283,Arnav Kashyap,Other,18,Bihar,Jamshedpur,Single,4.6,16.28,57.22,7.4,No,No
19284,Trisha Ben,Female,23,Rajasthan,Deoghar,Single,7.06,42.51,88.77,4.8,Yes,Yes
19285,Shamik Chadha,Male,17,Goa,Akola,Single,7.04,40.35,95.97,8.6,No,No
19286,Eshani Koshy,Male,22,Bihar,Gulbarga,Single,1.51,0.48,94.93,7.8,No,Yes
19287,Lagan Ahluwalia,Female,21,Meghalaya,Proddatur,Single,7.34,35.79,85.34,6.7,No,Yes
19288,Bhamini Krishnamurthy,Male,21,Assam,Khora ,Single,7.72,39.41,76.87,4.8,No,No
19289,Anahita Gulati,Male,17,Rajasthan,Dibrugarh,Single,10.32,55.2,88.84,8.3,Yes,Yes
19290,Faiyaz Rastogi,Female,22,Kerala,Mau,Single,8.23,41.09,75.81,4.3,No,Yes
19291,Misha Batta,Male,21,Goa,Motihari,Single,13.06,69.23,66.06,4.6,No,No
19292,Hrishita Gandhi,Male,21,Odisha,Buxar,Single,6.15,30.4,62.95,7.5,Yes,Yes
19293,Darshit Buch,Female,21,Assam,Kochi,Single,6.74,36.76,77.03,5.3,Yes,No
19294,Rania Dass,Male,19,Tripura,Nangloi Jat,Single,9.0,38.16,72.8,6.3,No,No
19295,Sana Krishnan,Male,22,Haryana,Warangal,Single,3.84,19.07,76.22,6.7,Yes,No
19296,Hunar Ganguly,Male,24,Jharkhand,Nangloi Jat,Single,6.51,38.3,63.03,6.3,Yes,Yes
19297,Ela Raman,Female,19,Nagaland,Munger,Single,10.61,60.11,79.53,4.4,No,Yes
19298,Adah Kapur,Male,17,Tripura,Thrissur,Single,6.77,34.72,83.1,7.7,No,Yes
19299,Kashvi Ramaswamy,Male,17,Punjab,Burhanpur,Single,13.69,67.95,90.34,5.2,No,No
19300,Misha Dara,Female,20,Assam,Allahabad,Single,9.61,54.89,79.5,7.7,No,Yes
19301,Misha Srinivas,Female,24,Uttarakhand,Berhampore,Married,3.15,15.25,87.8,8.3,Yes,Yes
19302,Zain Bhattacharyya,Male,19,West Bengal,Tumkur,Single,7.82,44.82,58.47,6.7,Yes,No
19303,Kimaya Warrior,Female,17,Tripura,Visakhapatnam,Single,11.71,58.02,56.05,7.5,No,No
19304,Mannat Konda,Male,24,Sikkim,Jaipur,Single,10.01,50.25,58.98,4.2,Yes,No
19305,Ira Dhingra,Female,19,Andhra Pradesh,Chapra,Single,13.39,61.43,92.31,4.2,No,No
19306,Tejas Borde,Male,20,Karnataka,Silchar,Single,11.5,51.25,77.81,5.0,Yes,No
19307,Kartik Ramanathan,Male,17,Meghalaya,Korba,Single,1.86,14.19,72.77,5.8,No,Yes
19308,Eva Jani,Female,17,Andhra Pradesh,Rajkot,Single,2.58,21.51,88.11,4.9,No,No
19309,Bhavin Banik,Male,17,Manipur,Muzaffarpur,Single,10.1,51.03,56.2,7.2,No,No
19310,Romil Gandhi,Male,17,Tamil Nadu,Saharanpur,Single,4.34,20.87,50.31,5.4,Yes,Yes
19311,Kismat Ray,Male,18,Goa,Jalna,Single,9.23,51.26,65.55,8.2,No,Yes
19312,Keya Bhalla,Female,22,Rajasthan,Motihari,Single,12.09,62.14,62.44,6.8,No,No
19313,Prerak Sodhi,Male,22,Chhattisgarh,Mira-Bhayandar,Single,9.08,33.41,65.37,5.9,No,No
19314,Eva Bora,Male,19,Jharkhand,Aizawl,Single,6.82,39.07,98.68,8.5,No,Yes
19315,Yasmin Sarna,Male,19,Tripura,Madanapalle,Single,10.05,43.57,78.39,8.1,No,No
19316,Rohan Dhawan,Male,24,Meghalaya,Bathinda,Single,3.01,14.99,79.46,8.1,No,No
19317,Pranay Chaudhuri,Male,24,Uttarakhand,Amroha,Single,11.12,53.39,82.78,7.6,Yes,Yes
19318,Riya Dubey,Male,19,Tripura,Guntakal,Single,10.76,50.6,69.89,7.1,No,No
19319,Shalv Datta,Male,20,Telangana,Nizamabad,Single,8.2,41.23,98.95,5.8,No,Yes
19320,Piya Kant,Male,23,Tamil Nadu,Bidar,Single,4.9,28.97,98.66,6.1,No,No
19321,Mamooty Barad,Female,18,Jharkhand,Gopalpur,Single,12.17,61.01,88.46,7.2,No,Yes
19322,Arhaan Singh,Female,23,Tamil Nadu,Gangtok,Single,8.15,47.8,60.58,4.9,Yes,No
19323,Nirvaan Bawa,Female,19,Tripura,Katni,Single,1.83,16.82,94.01,8.1,No,Yes
19324,Alia Ravi,Male,24,Arunachal Pradesh,Rajpur Sonarpur,Single,13.86,76.92,55.05,8.7,Yes,Yes
19325,Shamik Dutt,Other,24,Haryana,Meerut,Single,11.75,58.47,81.49,4.5,No,No
19326,Mahika Biswas,Male,19,Chhattisgarh,Rohtak,Single,9.19,43.56,72.86,4.1,No,No
19327,Keya Bose,Other,17,Goa,Raipur,Single,7.12,35.43,51.96,4.7,No,Yes
19328,Mannat Kumar,Male,24,Odisha,Shahjahanpur,Single,14.44,77.83,95.2,7.8,No,No
19329,Rasha Sur,Male,23,Rajasthan,Jhansi,Single,11.85,64.58,98.05,4.5,Yes,No
19330,Anahi Hari,Male,24,Jharkhand,Barasat,Single,8.49,29.47,95.37,5.9,Yes,Yes
19331,Misha Golla,Male,17,Bihar,Latur,Single,10.14,52.23,59.62,4.3,No,No
19332,Saira Baral,Female,24,Madhya Pradesh,Aurangabad,Single,4.93,12.81,66.65,6.2,No,No
19333,Seher Keer,Female,23,Tripura,Ahmedabad,Single,3.74,18.6,97.79,7.0,No,No
19334,Abram Apte,Other,23,Mizoram,Aurangabad,Single,4.83,21.5,55.32,7.1,No,No
19335,Arnav Ravi,Female,17,Arunachal Pradesh,Firozabad,Single,5.1,21.32,79.17,6.6,Yes,Yes
19336,Elakshi Swaminathan,Male,19,West Bengal,Amravati,Single,11.36,61.05,74.28,8.7,No,No
19337,Baiju Gara,Male,17,Odisha,Nellore,Single,2.96,11.56,57.59,6.7,No,No
19338,Anvi Suresh,Other,19,Mizoram,Ratlam,Single,11.89,59.4,94.33,8.3,No,No
19339,Armaan Andra,Female,23,Goa,Vellore,Married,8.33,36.99,56.71,9.0,No,No
19340,Tiya Agrawal,Female,20,Mizoram,Kishanganj,Single,6.38,32.27,79.64,5.1,No,No
19341,Devansh Tella,Male,20,Bihar,Khora ,Single,5.21,30.85,65.91,5.3,No,No
19342,Rhea Chacko,Female,21,Haryana,Mumbai,Single,8.18,36.51,70.9,6.6,No,No
19343,Samiha Edwin,Female,24,Tripura,Bokaro,Single,5.45,30.45,60.57,4.9,No,Yes
19344,Parinaaz Iyengar,Male,18,Assam,Pondicherry,Single,7.01,35.33,81.23,6.8,No,Yes
19345,Navya Sem,Male,17,Tripura,Saharsa,Single,11.35,56.99,99.43,7.4,No,No
19346,Elakshi Hora,Male,22,Karnataka,Shimoga,Single,9.76,47.05,91.68,4.3,Yes,No
19347,Suhana Rajagopal,Female,17,Tripura,Guntur,Single,11.47,61.22,84.16,7.4,No,No
19348,Vardaniya Chaudhary,Male,18,Sikkim,Aurangabad,Single,10.98,58.25,87.82,4.8,No,No
19349,Elakshi De,Male,24,Punjab,Hajipur,Single,12.41,61.38,91.96,5.5,Yes,No
19350,Lakshay Zacharia,Male,24,Manipur,Imphal,Single,3.82,20.11,73.63,7.7,No,Yes
19351,Hunar Desai,Female,23,Rajasthan,Belgaum,Single,14.93,78.36,78.35,4.8,No,No
19352,Hunar Zacharia,Male,18,Sikkim,Belgaum,Married,7.66,41.01,94.77,6.7,No,No
19353,Farhan Samra,Male,23,Bihar,Delhi,Single,11.06,53.77,84.8,6.9,No,Yes
19354,Indrajit Gaba,Female,21,Arunachal Pradesh,Chittoor,Single,10.49,58.28,56.8,4.8,No,Yes
